Observation id                                                                    	 Observation date   	 Description	 Observation type	 Source                                                                                      	 Time offset (s)	 Coding duration	 Media duration (s)	 FPS (frame/s)	 Subject         	 Observation duration by subject by observation	 Behavior           	 Behavioral category	 Behavior type	 Start (s)	 Stop (s)	 Duration (s)	 Media file name                                                                   	 Image index start	 Image index stop	 Image file path start	 Image file path stop	 Comment start	 Comment stop
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Supported Rearing  	 General activity   	 STATE        	    35.233	   35.600	        0.367	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              1057	 1068            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Supported Rearing  	 General activity   	 STATE        	    45.700	   46.600	        0.900	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              1371	 1398            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	    49.933	   51.133	        1.200	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              1498	 1534            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	    54.000	   55.067	        1.067	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              1620	 1652            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	    63.000	   63.333	        0.333	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              1890	 1900            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Supported Rearing  	 General activity   	 STATE        	    67.300	   67.733	        0.433	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              2019	 2032            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	    77.000	   77.333	        0.333	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              2310	 2320            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Supported Rearing  	 General activity   	 STATE        	    85.467	   86.533	        1.066	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              2564	 2596            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	    88.033	   88.800	        0.767	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              2641	 2664            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Supported Rearing  	 General activity   	 STATE        	    90.100	   90.667	        0.567	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              2703	 2720            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Supported Rearing  	 General activity   	 STATE        	    94.300	   94.600	        0.300	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              2829	 2838            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Supported Rearing  	 General activity   	 STATE        	   107.100	  108.100	        1.000	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              3213	 3243            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Supported Rearing  	 General activity   	 STATE        	   126.767	  127.100	        0.333	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              3803	 3814            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   130.200	  130.533	        0.333	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              3906	 3916            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   132.167	  132.667	        0.500	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              3965	 3980            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Supported Rearing  	 General activity   	 STATE        	   133.100	  133.800	        0.700	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              3993	 4014            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Supported Rearing  	 General activity   	 STATE        	   138.633	  139.233	        0.600	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              4159	 4177            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   141.633	  142.433	        0.800	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              4249	 4273            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Supported Rearing  	 General activity   	 STATE        	   143.100	  143.833	        0.733	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              4293	 4315            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   147.300	  147.767	        0.467	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              4419	 4433            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   166.467	  166.800	        0.333	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              4994	 5004            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   170.700	  171.133	        0.433	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              5121	 5134            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Grooming           	 Maintenance        	 STATE        	   172.833	  173.133	        0.300	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              5185	 5194            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Grooming           	 Maintenance        	 STATE        	   174.467	  183.500	        9.033	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              5234	 5505            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   184.133	  184.867	        0.734	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              5524	 5546            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Grooming           	 Maintenance        	 STATE        	   185.233	  188.867	        3.634	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              5557	 5666            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   189.167	  190.733	        1.566	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              5675	 5722            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   194.667	  195.133	        0.466	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              5840	 5854            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Supported Rearing  	 General activity   	 STATE        	   203.067	  204.833	        1.766	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              6092	 6145            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   205.733	  206.700	        0.967	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              6172	 6201            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   208.300	  208.967	        0.667	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              6249	 6269            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   213.867	  216.133	        2.266	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              6417	 6484            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Supported Rearing  	 General activity   	 STATE        	   218.300	  218.967	        0.667	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              6549	 6569            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   223.100	  223.433	        0.333	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              6693	 6703            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   224.933	  225.567	        0.634	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              6748	 6767            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   226.833	  227.366	        0.533	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              6805	 NA              	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Supported Rearing  	 General activity   	 STATE        	   227.367	  228.132	        0.765	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              6821	 NA              	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   228.133	  228.867	        0.734	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              6844	 6866            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   231.933	  233.067	        1.134	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              6958	 6992            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Supported Rearing  	 General activity   	 STATE        	   235.633	  236.233	        0.600	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              7069	 7087            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   241.033	  241.567	        0.534	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              7231	 7247            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   249.467	  250.467	        1.000	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              7484	 7514            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   252.933	  254.033	        1.100	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              7588	 7621            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   256.267	  258.200	        1.933	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              7688	 7746            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   259.400	  260.300	        0.900	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              7782	 7809            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   262.533	  263.100	        0.567	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              7876	 7893            	                      	                     	              	 
F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	 2026-01-15 20:27:36	            	 Media file      	 player #1:F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	             0.0	         238.634	            303.366	       303.366	 No focal subject	                                         51.066	 Unsupported Rearing	 Not defined        	 STATE        	   264.533	  267.367	        2.834	 F:\Mestrado\comportamentos\Basal\merged\trb\1_LEVA_2_2024-06-07 14-20-54_A1CX4.mp4	              7936	 8021            	                      	                     	              	 
